1969,class,1970,class,1971,class,1972,class,1973,class,1974,class,1975,class,1976,class,1977,class,1978,class,1979,class
113.179,class8,94.647,class6,94.515,class6,167.408,class11,127.191,class8,128.183,class9,120.599,class8,78.975,class16,116.13,class8,165.058,class11,76.765,class5
99.43,class7,175.967,class11,110.317,class7,147.031,class10,166.808,class11,115.365,class8,134.867,class9,98.367,class16,144.303,class10,182.261,class12,106.309,class7
97.327,class7,118.346,class8,130.77,class9,104.471,class7,168.183,class11,77.414,class5,128.848,class9,97.27,class16,196.752,class13,127.9,class8,112.655,class8
78.938,class5,153.572,class10,70.914,class5,127.366,class8,107.304,class7,204.55,class13,95.936,class6,150.219,class16,158.208,class10,176.79,class12,147.947,class10
156.562,class10,128.269,class9,156.873,class10,133.932,class9,102.167,class7,150.111,class10,86.098,class6,143.827,class16,184.39,class12,179.047,class12,155.637,class10
144.707,class10,202.694,class13,124.741,class8,149.777,class10,136.018,class9,173.772,class11,94.448,class6,148.888,class16,102.36,class7,120.097,class8,129.436,class9
133.12,class9,106.265,class7,167.79,class11,108.923,class7,112.286,class8,179.698,class12,82.976,class6,108.222,class16,173.342,class11,89.803,class6,106.608,class7
112.968,class8,108.691,class7,107.457,class7,125.354,class8,75.742,class5,97.315,class7,98.742,class7,99.269,class16,147.217,class10,128.686,class9,104.851,class7
106.86,class7,127.961,class8,97.185,class7,140.221,class9,132.631,class9,112.486,class8,127.755,class8,129.369,class16,98.867,class7,130.49,class9,123.848,class8
89.118,class6,166.631,class11,83.888,class6,141.304,class9,127.323,class8,92.098,class6,178.376,class12,79.555,class16,74.676,class5,96.924,class7,154.975,class10
100.683,class7,117.63,class8,96.558,class7,86.401,class6,81.914,class6,95.85,class6,142.023,class9,87.927,class16,104.75,class7,138.969,class9,116.993,class8
133.803,class9,76.321,class5,130.386,class9,85.389,class6,123.624,class8,138.443,class9,115.923,class8,144.363,class16,125.721,class8,144.498,class10,124.451,class8
155.862,class10,102.606,class7,91.598,class6,120.772,class8,138.733,class9,171.294,class11,98.213,class7,96.911,class16,132.488,class9,170.375,class11,124.27,class8
89.456,class6,159.183,class10,104.345,class7,84.216,class6,83.189,class6,93.914,class6,90.602,class6,119.616,class16,131.823,class9,103.47,class7,112.098,class8
101.376,class7,119.885,class8,85.3,class6,157.119,class10,128.899,class9,159.786,class10,86.89,class6,133.694,class16,168.802,class11,83.762,class6,125.158,class8
102.446,class7,94.974,class6,131.973,class9,97.724,class7,102.484,class7,80.505,class6,126.642,class8,132.636,class16,80.698,class6,92.588,class6,85.427,class6
153.595,class10,86.76,class6,89.926,class6,174.33,class11,71.514,class5,122.93,class8,89.39,class6,99.323,class16,106.867,class7,90.854,class6,173.251,class11
135.87,class9,141.701,class9,98.773,class7,144.064,class10,84.119,class6,97.12,class7,145.617,class10,79.776,class16,126.706,class8,101.427,class7,170.019,class11
116.889,class8,65.339,class5,135.856,class9,112.904,class8,99.912,class7,122.497,class8,132.29,class9,145.748,class16,104.057,class7,106.094,class7,85.068,class6
100.271,class7,151.393,class10,99.395,class7,126.136,class8,131.72,class9,85.395,class6,100.292,class7,118.829,class16,72.214,class5,83.665,class6,117.201,class8
120.622,class8,86.093,class6,126.009,class8,153.362,class10,134.711,class9,88.688,class6,100.88,class7,91.261,class16,139.226,class9,157.324,class10,126.286,class8
95.121,class6,142.299,class9,81.357,class6,133.453,class9,108.036,class7,209.484,class14,148.1,class10,75.556,class16,114.038,class8,127.22,class8,125.361,class8
146.144,class10,95.387,class6,116.776,class8,127.644,class8,133.661,class9,96.32,class7,116.916,class8,152.217,class16,109.048,class7,136.452,class9,176.864,class12
117.813,class8,105.672,class7,142.19,class9,133.011,class9,174.147,class11,144.674,class10,79.952,class5,86.491,class16,105.239,class7,118.701,class8,134.819,class9
102.059,class7,156.418,class10,164.148,class11,169.67,class11,105.112,class7,132.353,class9,99.892,class7,124.498,class16,138.073,class9,143.64,class9,107.14,class7
79.648,class5,119.531,class8,123.305,class8,81.271,class6,150.091,class10,98.837,class7,115.826,class8,162.863,class16,75.245,class5,115.275,class8,127.024,class8
110.621,class7,166.767,class11,81.011,class6,112.526,class8,147.623,class10,79.327,class5,106.88,class7,104.975,class16,142.779,class9,96.661,class7,134.803,class9
127.138,class8,152.497,class10,113.45,class8,117.39,class8,113.261,class8,93.099,class6,102.899,class7,109.17,class16,129.451,class9,160.207,class11,141.066,class9
94.084,class6,113.464,class8,179.692,class12,81.548,class6,98.213,class7,89.301,class6,137.459,class9,100.909,class16,116.947,class8,81.518,class6,126.452,class8
83.532,class6,125.171,class8,186.426,class12,138.937,class9,77.4,class5,166.909,class11,86.915,class6,95.851,class16,166.349,class11,98.9,class7,130.536,class9
98.459,class7,111.353,class7,175.347,class11,94.911,class6,140.089,class9,81.115,class6,100.878,class7,97.419,class16,128.347,class9,93.018,class6,79.35,class5
137.077,class9,125.954,class8,140.785,class9,168.787,class11,90.897,class6,182.67,class12,81.385,class6,97.752,class16,125.775,class8,131.874,class9,120.259,class8
109.857,class7,91.939,class6,96.385,class7,110.036,class7,110.85,class7,146.738,class10,111.269,class7,159.048,class16,102.048,class7,145.102,class10,113.937,class8
122.448,class8,134.467,class9,122.709,class8,76.496,class5,118.418,class8,124.726,class8,115.669,class8,81.915,class16,89.291,class6,126.918,class8,129.654,class9
71.011,class5,105.469,class7,93.687,class6,91.085,class6,128.597,class9,138.778,class9,177.152,class12,97.751,class16,120.626,class8,172.978,class11,47.786,class3
132.763,class9,143.975,class9,131.799,class9,112.399,class8,109.664,class7,76.621,class5,103.696,class7,142.01,class16,101.68,class7,140.245,class9,138.089,class9
108.348,class7,105.624,class7,120.487,class8,96.834,class7,127.412,class8,156.596,class10,94.065,class6,85.142,class16,120.685,class8,100.154,class7,198.806,class13
128.923,class9,110.408,class7,117.427,class8,76.701,class5,126.784,class8,117.711,class8,112.297,class8,184.128,class16,123.907,class8,153.069,class10,138.233,class9
88.855,class6,83.15,class6,180.572,class12,76.121,class5,171.631,class11,171.808,class11,89.021,class6,75.23,class16,97.741,class7,87.955,class6,175.272,class11
100.643,class7,112.681,class8,109.71,class7,123.977,class8,170.862,class11,112.092,class8,124.453,class8,181.975,class16,122.243,class8,125.245,class8,106.041,class7
103.792,class7,112.876,class8,100.011,class7,100.052,class7,126.938,class8,92.535,class6,134.76,class9,145.549,class16,158.898,class10,80.744,class6,114.973,class8
97.497,class7,128.924,class9,129.26,class9,91.473,class6,137.96,class9,109.868,class7,133.862,class9,76.507,class16,117.237,class8,134.434,class9,157.07,class10
85.555,class6,108.975,class7,121.866,class8,133.814,class9,127.305,class8,146.676,class10,119.308,class8,108.866,class16,100.679,class7,90.884,class6,202.347,class13
121.07,class8,121.511,class8,122.407,class8,146.831,class10,94.567,class6,153.435,class10,82.645,class6,140.984,class16,112.993,class8,138.026,class9,127.355,class8
118.105,class8,134.835,class9,126.503,class8,172.035,class11,118.323,class8,119.357,class8,99.004,class7,180.438,class16,77.091,class5,146.673,class10,141.094,class9
81.133,class6,77.033,class5,93.327,class6,138.75,class9,132.642,class9,93.079,class6,130.454,class9,101.143,class16,132.81,class9,156.282,class10,152.821,class10
103.356,class7,106.57,class7,130.769,class9,168.983,class11,138.459,class9,75.501,class5,102.346,class7,140.756,class16,137.661,class9,71.213,class5,111.544,class7
97.817,class7,144.173,class10,92.082,class6,137.426,class9,173.32,class11,93.763,class6,74.722,class5,106.879,class16,104.955,class7,124.043,class8,135.304,class9
79.196,class5,127.357,class8,106.754,class7,95.528,class6,90.395,class6,145.224,class10,86.933,class6,175.427,class16,102.385,class7,90.715,class6,165.979,class11
170.141,class11,111.377,class7,86.636,class6,77.566,class5,138.115,class9,146.141,class10,182.507,class12,109.688,class16,100.339,class7,125.231,class8,116.543,class8
181.701,class12,112.586,class8,72.544,class5,90.845,class6,84.361,class6,103.088,class7,98.203,class7,126.549,class16,125.411,class8,133.287,class9,154.381,class10
100.779,class7,84.982,class6,147.39,class10,73.083,class5,78.289,class5,98.141,class7,88.904,class6,174.02,class16,82.58,class6,134.258,class9,128.198,class9
79.098,class5,125.689,class8,139.506,class9,139.328,class9,142.128,class9,170.751,class11,170.119,class11,165.9,class16,122.466,class8,174.105,class11,95.323,class6
81.786,class6,149.938,class10,90.459,class6,88.062,class6,124.162,class8,96.892,class7,65.88,class5,177.262,class16,78.64,class5,69.876,class5,145.255,class10
83.096,class6,112.983,class8,161.69,class11,147.933,class10,85.437,class6,92.841,class6,81.773,class6,119.84,class16,131.911,class9,102.441,class7,82.905,class6
126.654,class8,97.494,class7,90.241,class6,181.277,class12,135.299,class9,102.441,class7,89.935,class6,93.184,class16,127.759,class8,177.166,class12,104.403,class7
107.655,class7,101.279,class7,98.968,class7,125.502,class8,117.302,class8,82.975,class6,103.568,class7,188.904,class16,193.871,class13,100.843,class7,143.183,class9
87.459,class6,111.922,class7,97.513,class7,136.089,class9,93.08,class6,130.918,class9,80.475,class6,134.747,class16,156.877,class10,151.277,class10,98.118,class7
99.236,class7,174.561,class11,121.174,class8,129.96,class9,145.085,class10,122.098,class8,140.685,class9,106.522,class16,131.466,class9,77.805,class5,110.138,class7
134.329,class9,164.528,class11,81.283,class6,102.367,class7,140.006,class9,143.089,class9,110.384,class7,118.09,class16,131.5,class9,91.606,class6,163.332,class11
80.439,class6,114.122,class8,77.739,class5,102.329,class7,100.341,class7,101.302,class7,98.693,class7,122.266,class16,108.934,class7,81.502,class6,175.179,class11
97.23,class7,175.934,class11,174.845,class11,125.695,class8,136.029,class9,95.348,class6,125.388,class8,105.461,class16,118.094,class8,102.664,class7,209.241,class14
103.711,class7,135.47,class9,80.15,class6,106.156,class7,79.689,class5,71.346,class5,114.566,class8,83.339,class16,110.189,class7,68.42,class5,85.799,class6
113.836,class8,75.646,class5,81.946,class6,126.412,class8,72.793,class5,97.588,class7,158.435,class10,136.473,class16,115.527,class8,69.418,class5,134.721,class9
80.163,class6,144.177,class10,125.27,class8,146.262,class10,136.164,class9,116.924,class8,149.521,class10,109.082,class16,161.423,class11,105.794,class7,84.772,class6
78.498,class5,156.628,class10,133.555,class9,117.046,class8,131.958,class9,134.23,class9,151.656,class10,109.78,class16,94.776,class6,109.713,class7,150.686,class10
177.395,class12,120.744,class8,81.903,class6,147.712,class10,93.487,class6,164.548,class11,122.484,class8,177.658,class16,117.55,class8,120.276,class8,125.622,class8
120.894,class8,108.132,class7,106.431,class7,137.89,class9,169.1,class11,104.716,class7,173.441,class11,97.729,class16,113.453,class8,83.304,class6,119.557,class8
100.198,class7,138.68,class9,133.541,class9,119.46,class8,145.862,class10,96.178,class7,109.339,class7,91.632,class16,103.681,class7,104.401,class7,104.602,class7
144.041,class10,157.353,class10,124.543,class8,132.178,class9,117.958,class8,93.904,class6,131.861,class9,117.747,class16,104.643,class7,127.129,class8,145.325,class10
149.73,class10,139.786,class9,92.048,class6,139.056,class9,116.89,class8,135.089,class9,119.403,class8,133.442,class16,169.091,class11,105.686,class7,160.689,class11
96.91,class7,87.857,class6,79.182,class5,121.832,class8,138.98,class9,100.7,class7,106.795,class7,87.165,class16,127.426,class8,131.481,class9,113.311,class8
122.44,class8,201.694,class13,134.777,class9,126.795,class8,130.838,class9,98.068,class7,177.479,class12,135.096,class16,76.028,class5,129.885,class9,131.22,class9
127.41,class8,161.004,class11,141.678,class9,106.603,class7,130.313,class9,159.365,class10,126.682,class8,134.519,class16,105.045,class7,146.566,class10,135.916,class9
184.194,class12,70.446,class5,88.149,class6,131.497,class9,123.573,class8,164.806,class11,166.637,class11,179.209,class16,123.379,class8,129.228,class9,115.308,class8
87.152,class6,136.02,class9,118.988,class8,207.9,class13,89.084,class6,89.269,class6,78.456,class5,127.622,class16,157.568,class10,120.233,class8,127.415,class8
97.963,class7,98.406,class7,109.925,class7,115.503,class8,88.913,class6,80.564,class6,105.417,class7,125.82,class16,134.364,class9,134.931,class9,108.988,class7
80.604,class6,114.993,class8,76.852,class5,117.132,class8,173.704,class11,137.714,class9,127.161,class8,96.792,class16,129.242,class9,123.686,class8,102.264,class7
136.646,class9,114.482,class8,72.815,class5,108.697,class7,176.087,class12,99.806,class7,138.995,class9,133.197,class16,84.972,class6,107.674,class7,75.625,class5
90.001,class6,116.248,class8,145.565,class10,91.044,class6,122.08,class8,135.919,class9,93.152,class6,80.162,class16,89.966,class6,191.307,class12,143.702,class9
80.879,class6,91.412,class6,126.801,class8,134.378,class9,146.699,class10,138.158,class9,79.538,class5,122.59,class16,85.544,class6,128.635,class9,200.476,class13
139.127,class9,72.984,class5,89.842,class6,129.792,class9,96.879,class7,160.199,class11,122.521,class8,81.385,class16,167.87,class11,100.836,class7,201.808,class13
106.78,class7,117.6,class8,97.395,class7,105.618,class7,112.532,class8,133.026,class9,109.221,class7,119.371,class16,131.133,class9,91.875,class6,113.076,class8
93.191,class6,97.68,class7,122.71,class8,129.842,class9,113.192,class8,130.28,class9,119.573,class8,136.624,class16,147.803,class10,175.824,class11,116.802,class8
130.63,class9,147.369,class10,99.095,class7,96.154,class7,93.542,class6,118.129,class8,117.227,class8,143.476,class16,90.553,class6,175.682,class11,115.928,class8
152.123,class10,96.612,class7,93.719,class6,162.56,class11,169.333,class11,105.331,class7,94.642,class6,82.787,class16,154.512,class10,124.646,class8,89.346,class6
109.302,class7,113.508,class8,108.053,class7,83.444,class6,101.645,class7,112.623,class8,139.244,class9,119.037,class16,166.187,class11,105.64,class7,96.035,class7
85.802,class6,118.783,class8,102.712,class7,107.095,class7,107.844,class7,98.341,class7,144.766,class10,166.507,class16,115.542,class8,81.942,class6,106.237,class7
89.738,class6,131.898,class9,156.966,class10,79.661,class5,117.814,class8,134.359,class9,131.847,class9,112.889,class16,103.966,class7,146.62,class10,139.403,class9
98.733,class7,92.322,class6,139.506,class9,133.837,class9,86.21,class6,127.23,class8,127.59,class8,154.341,class16,97.844,class7,124.123,class8,126.963,class8
119.614,class8,141.073,class9,95.592,class6,187.284,class12,79.305,class5,106.561,class7,113.201,class8,141.772,class16,133.047,class9,141.242,class9,127.361,class8
72.357,class5,178.437,class12,140.145,class9,86.501,class6,87.559,class6,106.536,class7,94.205,class6,114.403,class16,181.257,class12,172.547,class11,105.642,class7
125.839,class8,91.489,class6,93.563,class6,79.691,class5,153.173,class10,78.687,class5,132.842,class9,168.108,class16,82.122,class6,140.747,class9,97.3,class7
112.414,class8,85.102,class6,90.283,class6,83.611,class6,109.572,class7,103.923,class7,111.652,class7,115.436,class16,183.836,class12,138.287,class9,103.022,class7
78.469,class5,127.112,class8,120.463,class8,117.902,class8,134.118,class9,126.484,class8,131.131,class9,82.93,class16,126.177,class8,98.953,class7,102.33,class7
81.86,class6,106.694,class7,116.583,class8,76.304,class5,134.893,class9,98.613,class7,147.08,class10,91.198,class16,92.744,class6,113.877,class8,108.704,class7
137.064,class9,137.722,class9,126.584,class8,83.92,class6,169.932,class11,130.354,class9,118.118,class8,124.234,class16,101.441,class7,101.476,class7,127.261,class8
88.976,class6,140.131,class9,82.826,class6,89.938,class6,70.58,class5,115.471,class8,95.216,class6,133.939,class16,84.006,class6,175.688,class11,68.92,class5
150.332,class10,189.129,class12,152.177,class10,94.474,class6,100.073,class7,107.033,class7,125.612,class8,112.498,class16,126.488,class8,146.852,class10,98.385,class7
120.891,class8,83.773,class6,173.25,class11,98.109,class7,119.183,class8,170.835,class11,113.956,class8,129.051,class16,116.128,class8,94.346,class6,97.79,class7
107.069,class7,106.385,class7,138.783,class9,133.873,class9,139.247,class9,140.339,class9,148.645,class10,159.862,class16,162.361,class11,105.614,class7,143.157,class9
124.965,class8,106.662,class7,146.093,class10,79.822,class5,106.709,class7,130.098,class9,159.878,class10,103.404,class16,143.351,class9,147.694,class10,149.162,class10
92.384,class6,88.585,class6,178.143,class12,94.754,class6,136.773,class9,127.897,class8,133.841,class9,99.359,class16,138.623,class9,105.139,class7,108.729,class7
109.1,class7,101.465,class7,113.274,class8,201.523,class13,107.32,class7,97.587,class7,197.518,class13,101.851,class16,102.466,class7,106.817,class7,144.15,class10
99.117,class7,134.7,class9,133.801,class9,90.6,class6,106.282,class7,106.362,class7,80.287,class6,143.889,class16,137.672,class9,166.143,class11,125.716,class8
139.493,class9,145.345,class10,121.534,class8,112.635,class8,134.204,class9,111.154,class7,101.119,class7,176.817,class16,100.677,class7,98.711,class7,136.701,class9
97.963,class7,121.369,class8,206.088,class13,163.688,class11,177.164,class12,120.161,class8,93.803,class6,46.329,class16,176.268,class12,115.654,class8,108.83,class7
115.197,class8,105.761,class7,112.195,class8,121.337,class8,170.334,class11,134.316,class9,119.752,class8,126.144,class16,97.308,class7,96.911,class7,153.378,class10
140.232,class9,87.669,class6,138.524,class9,83.09,class6,70.625,class5,101.912,class7,92.8,class6,136.023,class16,143.182,class9,179.224,class12,51.93,class4
121.002,class8,128.151,class9,99.646,class7,184.677,class12,85.644,class6,97.644,class7,82.033,class6,118.798,class16,122.24,class8,115.234,class8,81.163,class6
127.73,class8,105.017,class7,114.733,class8,141.088,class9,98.079,class7,127.17,class8,133.322,class9,92.41,class16,167.595,class11,170.182,class11,83.01,class6
111.635,class7,119.882,class8,71.083,class5,131.887,class9,117.285,class8,80.968,class6,115.792,class8,171.682,class16,99.584,class7,120.104,class8,136.931,class9
179.717,class12,77.29,class5,125.535,class8,99.788,class7,99.564,class7,111.302,class7,91.707,class6,112.426,class16,138.334,class9,135.751,class9,87.524,class6
130.475,class9,75.351,class5,150.232,class10,143.583,class9,127.432,class8,115.487,class8,105.795,class7,136.814,class16,129.738,class9,85.877,class6,124.025,class8
90.522,class6,77.4,class5,74.507,class5,104.765,class7,88.87,class6,117.657,class8,125.185,class8,72.118,class16,111.397,class7,140.383,class9,122.188,class8
100.376,class7,134.759,class9,160.719,class11,78.628,class5,81.685,class6,114.646,class8,88.653,class6,166.706,class16,168.37,class11,79.585,class5,113.079,class8
172.901,class11,101.427,class7,82.521,class6,173.176,class11,171.977,class11,144.706,class10,73.574,class5,74.054,class16,123.538,class8,149.658,class10,75.069,class5
77.667,class5,84.132,class6,119.597,class8,89.901,class6,98.101,class7,77.033,class5,96.941,class7,168.988,class16,82.612,class6,92.819,class6,173.423,class11
179.581,class12,96.881,class7,131.608,class9,87.551,class6,114.338,class8,112.055,class8,76.384,class5,190.697,class16,127.959,class8,108.352,class7,109.625,class7
139.712,class9,128.459,class9,130.846,class9,96.968,class7,123.372,class8,174.011,class11,95.62,class6,137.34,class16,111.372,class7,151.375,class10,90.582,class6
144.189,class10,105.107,class7,109.042,class7,136.361,class9,144.17,class10,117.526,class8,94.749,class6,97.682,class16,123.89,class8,105.103,class7,114.572,class8
173.41,class11,78.157,class5,81.681,class6,131.427,class9,66.459,class5,100.45,class7,75.674,class5,129.687,class16,144.829,class10,96.481,class7,171.35,class11
98.732,class7,105.888,class7,80.151,class6,116.848,class8,171.934,class11,61.753,class4,150.899,class10,140.226,class16,130.64,class9,142.636,class9,130.51,class9
106.672,class7,116.384,class8,136.11,class9,90.807,class6,115.519,class8,98.869,class7,109.8,class7,114.877,class16,96.981,class7,138.21,class9,164.499,class11
81.187,class6,108.39,class7,185.034,class12,110.58,class7,124.972,class8,132.225,class9,77.215,class5,87.174,class16,116.2,class8,127.851,class8,99.09,class7
102.285,class7,121.486,class8,88.451,class6,129.079,class9,114.003,class8,112.889,class8,91.408,class6,139.277,class16,92.201,class6,80.161,class6,184.337,class12
125.768,class8,88.42,class6,106.762,class7,104.908,class7,115.304,class8,120.731,class8,142.866,class9,86.732,class16,135.866,class9,206.278,class13,127.088,class8
146.238,class10,73.658,class5,114.732,class8,165.138,class11,135.188,class9,133.802,class9,96.607,class7,140.544,class16,120.282,class8,153.764,class10,81.617,class6
132.416,class9,115.85,class8,147.724,class10,126.624,class8,66.259,class5,101.269,class7,144.045,class10,118.089,class16,187.809,class12,124.052,class8,124.692,class8
87.267,class6,176.895,class12,126.502,class8,122.762,class8,82.994,class6,170.519,class11,113.691,class8,84.102,class16,118.499,class8,128.996,class9,94.161,class6
138.422,class9,106.246,class7,157.257,class10,114.818,class8,91.171,class6,94.931,class6,111.309,class7,96.1,class16,176.387,class12,90.895,class6,108.98,class7
67.928,class5,135.127,class9,152.217,class10,116.035,class8,101.081,class7,127.671,class8,70.116,class5,128.512,class16,70.339,class5,97.589,class7,134.265,class9
109.604,class7,96.028,class7,73.788,class5,97.968,class7,113.845,class8,82.286,class6,124.266,class8,130.992,class16,114.949,class8,91.12,class6,90.1,class6
101.212,class7,75.592,class5,87.54,class6,147.115,class10,141.642,class9,99.051,class7,128.593,class9,145.453,class16,104.853,class7,109.175,class7,131.104,class9
120.352,class8,98.518,class7,112.709,class8,69.896,class5,119.931,class8,171.213,class11,136.638,class9,99.084,class16,126.303,class8,153.04,class10,132.083,class9
173.038,class11,130.871,class9,96.718,class7,172.765,class11,107.341,class7,109.168,class7,182.365,class12,154.596,class16,85.241,class6,93.909,class6,128.525,class9
124.453,class8,137.861,class9,149.6,class10,88.584,class6,135.954,class9,101.511,class7,133.117,class9,108.153,class16,116.129,class8,99.333,class7,113.49,class8
189.165,class12,143.479,class9,98.831,class7,100.093,class7,105.285,class7,95.461,class6,102.667,class7,136.731,class16,119.682,class8,115.089,class8,117.039,class8
128.434,class9,90.212,class6,132.099,class9,152,class10,130.009,class9,156.027,class10,144.131,class10,150.624,class16,97.951,class7,153.644,class10,173.407,class11
141.215,class9,114.563,class8,132.784,class9,129.557,class9,104.056,class7,100.43,class7,113.272,class8,130.491,class16,106.739,class7,155.139,class10,120.283,class8
117.993,class8,114.565,class8,98.983,class7,84.583,class6,112.207,class8,91.624,class6,149.751,class10,114.535,class16,107.712,class7,181.856,class12,125.969,class8
113.286,class8,132.497,class9,138.183,class9,110.789,class7,123.636,class8,109.888,class7,95.767,class6,103.009,class16,103.953,class7,98.682,class7,121.364,class8
129.594,class9,170.202,class11,175.655,class11,95.35,class6,180.533,class12,114.653,class8,97.258,class7,183.067,class16,64.75,class5,112.872,class8,113.807,class8
112.594,class8,147.388,class10,104.436,class7,78.484,class5,114.241,class8,86.388,class6,128.54,class9,177.571,class16,129.583,class9,146.669,class10,90.577,class6
105.584,class7,131.082,class9,101.333,class7,111.213,class7,102.448,class7,121.742,class8,134.073,class9,117.396,class16,117.053,class8,172.072,class11,88.978,class6
74.449,class5,90.316,class6,78.356,class5,153.566,class10,98.158,class7,83.064,class6,166.898,class11,49.471,class16,93.255,class6,141.258,class9,151.841,class10
79.932,class5,109.514,class7,143.782,class9,145.752,class10,76.041,class5,122.835,class8,108.311,class7,91.758,class16,126.496,class8,96.518,class7,90.797,class6
90.114,class6,132.526,class9,175.053,class11,111.604,class7,96.352,class7,83.251,class6,83.555,class6,118.091,class16,173.118,class11,120.563,class8,161.507,class11
117.92,class8,127.783,class8,130.246,class9,151.519,class10,90.109,class6,128.211,class9,120.458,class8,136.354,class16,112.97,class8,117.24,class8,166.396,class11
119.803,class8,107.401,class7,142.438,class9,132.033,class9,79.458,class5,169.456,class11,87.438,class6,101.532,class16,83.23,class6,103.522,class7,103.125,class7
93.444,class6,77.941,class5,163.713,class11,118.034,class8,137.428,class9,205.609,class13,94.491,class6,139.567,class16,120.435,class8,100.627,class7,120.279,class8
97.738,class7,177.66,class12,128.39,class9,97.77,class7,107.952,class7,80.659,class6,121.286,class8,123.908,class16,117.765,class8,94.014,class6,114.75,class8
67.862,class5,97.23,class7,141.489,class9,100.792,class7,151.035,class10,130.498,class9,121.279,class8,165.822,class16,107.637,class7,65.529,class5,122.349,class8
105.732,class7,102.549,class7,137.064,class9,74.232,class5,108.433,class7,94.825,class6,101.632,class7,178.959,class16,80.744,class6,171.949,class11,109.857,class7
53.678,class4,128.775,class9,109.168,class7,121.565,class8,176.349,class12,126.802,class8,100.11,class7,110.705,class16,113.456,class8,110.872,class7,129.59,class9
134.43,class9,89.844,class6,176.781,class12,119.206,class8,89.286,class6,91.75,class6,153.395,class10,134.055,class16,172.248,class11,120.083,class8,156.337,class10
177.817,class12,109.093,class7,105.965,class7,151.398,class10,83.88,class6,133.966,class9,89.421,class6,144.173,class16,148.009,class10,79.603,class5,123.893,class8
85.269,class6,86.75,class6,80.879,class6,147.62,class10,85.506,class6,75.625,class5,120.615,class8,110.469,class16,101.585,class7,120.866,class8,125.298,class8
116.178,class8,76.848,class5,93.164,class6,89.887,class6,83.951,class6,98.204,class7,113.765,class8,129.695,class16,106.151,class7,121.784,class8,183.598,class12
151.72,class10,110.597,class7,128.606,class9,63.827,class4,106.828,class7,97.256,class7,117.589,class8,131.64,class16,85.681,class6,150.547,class10,125.605,class8
127.984,class8,141.554,class9,98.85,class7,168.399,class11,180.17,class12,155.119,class10,148.414,class10,113.147,class16,166.9,class11,99.305,class7,129.151,class9
166.189,class11,145.549,class10,137.034,class9,106.447,class7,87.336,class6,161.036,class11,85.357,class6,79.991,class16,123.994,class8,156.263,class10,127.896,class8
118.59,class8,78.489,class5,96.035,class7,119.364,class8,89.202,class6,76.861,class5,136.488,class9,133.944,class16,130.653,class9,132.848,class9,119.456,class8
120.805,class8,135.217,class9,111.057,class7,114.748,class8,88.57,class6,167.078,class11,140.667,class9,99.804,class16,155.539,class10,132.485,class9,123,class8
113.916,class8,93.275,class6,135.884,class9,102.814,class7,142.669,class9,150.508,class10,79.061,class5,176.304,class16,143.193,class9,81.236,class6,86.302,class6
87.907,class6,110.666,class7,90.992,class6,120.724,class8,122.355,class8,159.659,class10,102.425,class7,123.355,class16,97.918,class7,92.067,class6,111.095,class7
142.229,class9,75.66,class5,82.022,class6,98.132,class7,86.786,class6,87.071,class6,150.783,class10,91.41,class16,152.073,class10,195.554,class13,158.908,class10
108.615,class7,83.687,class6,148.575,class10,104.573,class7,171.258,class11,127.803,class8,139.935,class9,177.278,class16,89.818,class6,97.146,class7,126.259,class8
97.781,class7,110.857,class7,143.736,class9,110.58,class7,76.049,class5,143.27,class9,187.481,class12,81.97,class16,104.934,class7,161.246,class11,107.257,class7
130.503,class9,90.9,class6,113.909,class8,163.592,class11,122.056,class8,145.497,class10,88.229,class6,164.353,class16,154.593,class10,124.07,class8,137.807,class9
128.016,class9,175.408,class11,86.464,class6,125.283,class8,81.019,class6,92.221,class6,111.791,class7,116.641,class16,95.71,class6,114.127,class8,144.387,class10
130.031,class9,127.517,class8,101.572,class7,105.025,class7,105.399,class7,117.6,class8,101.726,class7,74.834,class16,149.069,class10,89.234,class6,155.256,class10
109.108,class7,121.479,class8,100.073,class7,185.222,class12,79.077,class5,88.567,class6,83.561,class6,136.378,class16,119.208,class8,126.554,class8,155.537,class10
125.396,class8,114.223,class8,77.34,class5,166.806,class11,106.563,class7,140.81,class9,110.782,class7,84.202,class16,145.734,class10,83.792,class6,167.486,class11
131.741,class9,153.85,class10,158.749,class10,121.315,class8,113.789,class8,111.037,class7,128.317,class9,99.909,class16,72.781,class5,140.934,class9,80.057,class6
126.177,class8,119.171,class8,113.66,class8,100.813,class7,154.25,class10,131.418,class9,155.565,class10,117.767,class16,88.648,class6,112.674,class8,143.334,class9
162.483,class11,153.528,class10,129.268,class9,137.728,class9,88.163,class6,79.515,class5,173.956,class11,73.461,class16,77.501,class5,120.441,class8,125.121,class8
82.004,class6,89.783,class6,114.373,class8,103.397,class7,90.851,class6,87.683,class6,171.535,class11,113.234,class16,167.996,class11,189.24,class12,211.186,class14
114.166,class8,74.669,class5,73.1,class5,120.309,class8,0,class1,164.056,class11,97.486,class7,102.077,class16,72.832,class5,191.835,class12,108.08,class7
149.12,class10,145.019,class10,75.099,class5,171.777,class11,146.99,class10,76.568,class5,92.048,class6,112.883,class16,118.888,class8,123.184,class8,110.331,class7
123.178,class8,91.372,class6,81.209,class6,136.664,class9,147.252,class10,118.559,class8,134.405,class9,110.406,class16,123.894,class8,110.005,class7,92.187,class6
